Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
0,47,2,1,0,1,0,1,143919,1859,745,0,22670,13243,0,23870,24,1,6.8,1,0,4,21,0.06,1
1,57,2,1,0,1,0,2,66236,800,327,1,11773,10808,0,14932,125,3,11.77,0,0,2,6,0.3,0
1,37,2,3,0,1,2,2,108208,4846,706,1,1991,17218,0,25320,223,1,5.74,1,1,0,20,0.4,1
1,37,1,2,2,0,3,0,113950,1767,768,2,10298,13938,0,33327,166,1,7.6,1,0,2,12,0.33,1
1,48,1,2,0,1,3,0,63377,3793,844,2,7513,25382,0,20000,66,2,5.49,1,0,6,27,0.48,1
1,40,1,0,0,0,0,1,23779,3001,566,2,41527,19680,0,7795,201,2,6.09,1,0,8,12,0.62,0
0,32,2,0,0,0,0,0,89029,4167,845,1,30823,22554,1,23963,197,0,10.89,1,1,6,8,0.17,1
1,18,2,2,0,0,3,1,49561,2187,474,2,28543,26294,0,11924,194,1,5.66,1,0,5,14,0.97,0
0,41,1,2,0,2,2,1,65790,1313,732,2,3264,4967,0,20000,131,3,12.01,1,0,7,19,0.04,0
0,56,2,1,1,2,2,1,65482,1265,399,2,40272,24612,0,24644,50,3,7.47,1,1,1,28,0.39,0
1,32,1,3,0,0,2,0,117387,3916,741,1,27360,2555,1,28043,233,1,10.84,0,1,4,5,0.71,0
0,49,1,3,0,2,1,1,125790,502,738,1,9035,28949,0,30648,107,2,10.84,0,0,8,14,0.52,1
1,45,1,0,0,2,1,1,107038,1106,795,2,38597,28141,0,23389,150,1,6.3,1,0,3,7,0.08,1
0,42,1,3,1,1,1,1,120876,2844,813,0,39184,592,1,25000,82,2,10.8,1,1,4,28,0.2,1
1,34,2,1,1,0,1,2,133787,1775,773,1,47350,18838,0,21097,220,2,7.61,0,0,2,24,0.02,1
0,47,2,0,0,0,1,1,62484,3114,807,2,33299,5095,0,20000,192,3,7.75,1,1,3,7,0.76,1
1,44,1,2,1,0,3,2,102356,1810,768,1,23866,18393,1,23118,163,1,3.6,0,1,6,17,0.02,1
1,43,1,2,0,1,1,1,44860,700,345,2,36278,7683,0,15714,107,1,6.55,1,0,2,19,0.38,0
0,48,2,1,1,0,3,1,40681,592,375,1,27512,9566,0,15035,172,3,9.5,0,0,6,18,0.49,0
1,50,2,1,0,1,3,1,55876,2660,444,0,41807,18020,0,5040,239,2,10.35,1,0,8,26,0.58,0
0,47,1,0,1,2,2,1,22872,1683,310,0,6120,24413,0,6102,131,0,8.19,1,0,1,6,0.44,1
0,28,2,0,0,1,0,1,128322,620,727,1,20389,19935,0,31299,142,0,7.87,1,1,3,21,0.39,1
1,45,1,0,2,0,3,1,56802,3118,762,1,11618,7992,0,20000,103,3,12.85,0,1,5,9,0.66,1
1,58,1,3,0,2,0,1,36831,870,314,0,1341,22396,0,9738,232,1,9.44,1,0,5,8,0.7,0
0,54,1,1,1,0,1,0,50310,721,368,1,35067,23705,0,19986,226,1,8.21,0,1,4,21,0.61,0
1,45,2,1,0,1,1,2,95190,4565,776,2,14478,27552,0,20615,227,0,6.25,1,0,3,20,0.87,0
0,32,1,3,0,1,1,1,147068,4658,763,1,14424,5451,0,31012,176,1,5.36,0,0,3,25,0.51,1
0,44,2,3,0,1,2,1,113594,1105,707,0,22343,22935,0,24145,43,2,12.14,1,0,2,16,0.49,1
1,31,2,1,1,0,0,1,67651,2811,708,2,33637,22713,0,20046,207,1,8.66,1,1,1,8,0.61,1
1,29,1,2,0,0,3,1,114184,4260,785,2,41512,18121,0,26185,158,2,11.11,0,0,1,8,0.21,1
1,31,2,1,1,0,0,1,51738,822,481,2,39135,27801,0,13394,163,2,4.35,1,1,4,13,0.92,0
1,45,1,1,1,1,1,2,145741,1193,810,2,7720,24532,0,36609,117,0,7.92,0,1,2,25,0.25,1
0,30,0,0,1,0,3,1,133677,3203,843,0,38866,27713,0,30189,84,1,7.83,0,1,5,5,0.09,1
0,48,0,0,0,0,0,1,121817,3035,828,0,11000,19166,0,21057,192,3,8.39,1,1,3,26,0.31,0
1,32,1,3,1,0,1,1,44584,1145,502,0,38876,20515,0,14942,79,1,6.06,0,0,5,25,0.01,0
0,31,1,1,2,2,3,1,141496,1818,720,2,18790,12857,1,24447,71,1,11.26,0,0,3,22,0.34,0
1,32,1,1,1,0,0,1,112777,4614,818,0,47913,11583,1,26168,184,0,4.79,1,1,0,18,0.4,1
0,27,0,2,2,1,1,1,109824,3397,809,2,25800,11354,1,30969,207,3,13.83,0,0,9,11,0.6,0
0,33,1,1,2,0,1,2,56626,1895,761,1,38592,5773,1,20000,105,2,11.46,0,1,3,22,0.92,1
0,45,1,0,1,2,0,2,84913,2400,808,0,8594,27375,0,22119,87,1,8.14,1,0,4,9,0.69,1
0,56,1,2,0,1,1,0,57653,3805,546,2,29987,27626,1,19065,208,0,8.39,1,0,7,16,0.34,1
0,37,1,2,0,1,1,1,126512,3465,763,2,9234,15300,0,35930,160,1,9.84,0,0,3,22,0.92,0
0,25,2,1,0,0,2,1,137518,1503,700,2,35294,27722,0,35604,103,0,8.52,1,0,0,17,0.14,1
1,38,1,1,0,0,2,1,112878,4209,737,0,43849,12089,0,31124,40,3,9.94,1,1,4,25,0.37,1
0,24,2,1,0,0,0,1,44237,4896,418,2,3916,10752,1,11623,98,3,4.11,0,0,9,23,0.6,0
1,35,1,1,2,2,3,2,89998,1925,816,1,24586,13368,0,21592,47,1,13.65,1,1,7,13,0.7,1
0,46,2,0,0,2,0,1,129544,4341,770,1,27305,21040,0,33527,100,0,4.44,1,1,9,14,0.8,1
1,68,2,2,2,2,0,1,61227,2101,316,1,12701,12601,0,22408,14,3,4.22,0,1,1,27,0.18,0
0,22,1,3,1,0,3,1,52718,543,527,2,2564,25848,0,6421,36,1,14.06,0,1,4,24,0.76,0
0,38,2,2,1,1,1,1,57284,581,315,1,42554,8654,0,8339,117,1,4.43,1,1,5,25,0.06,0
1,47,1,0,2,0,2,1,97746,1376,821,2,6216,16310,0,29052,75,1,8.1,1,1,2,11,0.9,1
1,67,2,0,1,0,2,0,52772,2098,349,1,19079,27759,0,19219,150,1,8.21,0,1,8,18,0.23,0
0,46,2,0,1,2,2,2,131275,1014,745,0,28083,11784,0,21739,177,1,13.21,0,0,2,29,0.1,0
1,36,1,0,1,0,1,1,89422,2787,708,0,42408,671,0,20964,43,2,7.15,1,1,4,25,0.12,1
1,32,2,3,1,0,0,1,53942,2149,339,2,36260,15434,1,15426,102,2,5.85,0,0,3,24,0.8,0
1,47,2,0,0,0,3,2,110899,2707,783,0,28660,14634,0,30715,119,0,4.8,0,0,4,24,0.23,1
1,45,0,3,0,0,2,2,105469,1837,849,0,19598,26129,1,21012,80,2,5.01,0,0,5,22,0.54,0
0,34,1,2,2,1,2,2,56412,1320,595,0,23505,20370,0,17549,49,3,7.93,1,1,5,8,0.6,0
0,28,1,3,1,1,2,2,66842,4760,824,1,27037,29974,0,20033,78,3,9.56,1,0,0,23,0.14,1
0,26,2,3,1,2,1,1,69481,2788,795,2,41870,20836,0,20195,153,1,6.4,1,0,0,29,0.55,1
0,26,2,0,0,2,1,0,141602,3680,804,0,48839,24810,1,32019,176,0,13.97,0,1,4,24,0.95,1
0,25,1,3,2,1,3,1,78495,2505,830,0,48352,21889,0,20406,82,3,7.18,1,1,9,19,0.5,1
0,45,1,1,0,2,1,2,127863,797,816,0,11312,24196,0,28189,169,3,4.51,0,1,7,21,0.29,0
1,66,2,3,1,2,3,1,42081,696,452,2,6886,25877,1,5255,45,1,4.74,0,1,8,29,0.52,0
1,37,1,2,1,2,0,1,20379,2359,544,0,9984,11174,0,6533,61,3,6.47,1,1,7,16,0.9,0
1,34,1,1,0,1,0,2,121760,4849,766,2,8613,11457,0,26453,22,3,3.66,1,1,5,20,0.35,0
0,29,1,0,0,1,1,2,115197,2348,728,0,28586,10438,0,29871,131,1,7.39,1,0,8,15,0.47,1
0,41,2,2,0,0,2,1,142232,1204,735,0,48646,24586,0,20981,16,1,9.52,0,0,7,6,0.3,1
0,39,2,1,1,1,1,1,100980,803,840,2,31571,20131,0,29667,30,1,4.96,0,0,9,18,0.58,1
0,43,1,0,1,0,3,1,74308,4904,702,1,21421,16317,1,21408,221,1,5.89,1,0,4,12,0.04,1
0,31,1,0,1,0,2,1,69142,4493,805,0,21331,266,1,20680,119,2,13.07,1,1,4,16,0.65,1
0,35,0,1,1,0,3,0,59681,1369,422,2,25025,18841,0,12077,31,2,13.14,1,0,5,23,0.57,0
0,26,2,2,1,0,2,1,44435,3143,550,1,25068,16725,0,11001,36,3,10.87,1,0,8,10,0.68,0
0,34,1,1,1,2,0,1,109054,4542,846,0,31675,22288,1,24469,230,0,5.49,1,1,1,8,0.54,1
1,31,2,2,2,1,3,1,67684,2603,719,0,46867,1538,0,20218,124,3,12.14,1,0,0,18,0.07,1
1,42,1,3,2,2,0,1,138464,4534,763,2,5970,1163,0,23121,41,3,10.13,1,1,8,7,0.17,0
0,48,1,3,0,1,1,1,70587,3175,788,2,28534,22233,0,20328,23,0,12.75,1,0,9,24,0.28,1
1,19,1,0,1,1,3,2,46900,3253,409,1,18750,14981,0,15514,143,3,4.24,1,0,9,23,0.42,0
0,40,2,2,2,1,1,1,128170,2417,713,1,7602,3878,0,22536,237,3,9.86,0,1,5,11,0.54,1
1,39,1,3,1,1,3,1,119116,3764,727,0,18780,20722,0,21830,28,3,7.77,0,1,5,19,0.57,1
0,43,1,2,0,1,3,0,119211,3901,821,0,22454,23472,0,30522,149,0,8.34,1,1,8,12,0.88,1
1,37,2,2,0,1,1,0,43846,1393,332,0,14779,17127,0,10870,123,0,12.19,0,0,8,22,0.2,0
1,46,0,1,0,2,2,1,62796,3283,762,2,26811,16704,0,20000,55,1,10.82,0,0,5,17,0.53,1
0,48,1,3,1,1,3,1,93360,3131,841,2,12817,25488,0,20684,106,0,14.89,0,0,2,29,0.23,0
0,57,2,0,1,0,3,2,22011,3690,452,0,7477,20730,0,7644,213,0,9.34,1,0,9,23,0.24,0
0,39,2,1,0,0,2,0,78424,2089,844,2,37387,6928,0,21380,54,1,9.82,0,1,9,22,0.31,1
1,57,1,0,2,2,1,1,52821,4985,479,0,40166,19745,0,6690,129,1,9.31,0,0,9,27,0.02,0
0,31,1,0,1,0,2,1,134185,598,822,0,48597,15846,0,31576,143,3,6.77,0,1,3,19,0.51,1
0,42,2,3,0,1,2,2,111607,4399,741,1,45238,16970,0,28018,190,1,5.56,0,0,3,14,0.36,1
0,42,1,3,1,0,1,2,38948,3891,581,1,33399,17358,0,6660,26,1,14.02,0,1,3,23,0.22,1
1,28,1,0,1,1,0,1,41049,3961,400,0,18280,13003,0,7076,103,1,4.68,0,0,2,20,0.58,0
1,54,1,3,0,0,1,0,61158,1197,529,1,10933,3213,0,21946,81,0,5.08,1,0,4,25,0.77,0
0,32,1,2,0,1,3,0,68562,3618,824,2,41120,22570,0,20208,227,1,6.88,1,1,3,5,0.56,0
1,44,1,3,0,2,0,2,130812,534,735,2,3788,18426,1,22167,55,2,4.65,0,1,3,8,0.25,1
0,48,1,1,0,0,3,2,135903,4885,829,2,3041,26771,0,25895,98,2,10.87,0,1,5,15,0.43,1
1,28,1,0,0,0,2,1,95804,1735,761,2,27266,600,1,20405,166,3,12.86,0,1,4,8,0.89,1
1,39,1,2,1,2,3,2,76557,1853,833,2,34766,10041,0,20635,193,0,14.94,0,0,6,8,0.61,1
0,37,2,0,2,1,0,1,107198,918,795,0,47200,15214,0,24698,35,1,10.32,0,1,2,26,0.12,0
1,66,2,3,0,1,0,1,47359,2624,365,1,34331,23292,1,14998,162,1,13.81,1,1,6,21,0.83,0
0,39,1,0,1,1,2,2,36350,1898,442,1,41661,29363,0,8030,133,2,6.41,0,1,7,14,0.94,0
0,42,1,0,0,0,0,1,83063,4835,757,2,2068,11616,1,22507,24,0,10.88,1,0,1,11,0.58,1
1,44,2,3,1,0,0,1,106530,4895,739,1,16791,16,0,26630,221,2,11.12,0,1,6,8,0.48,0
0,33,2,0,0,0,0,2,52194,3500,763,2,37687,2196,0,20000,27,2,10.68,0,1,2,26,0.46,1
1,22,0,2,2,0,3,0,31816,2175,441,0,6988,21210,0,9617,237,3,9.0,1,0,9,10,0.59,0
1,28,1,2,1,0,1,1,122482,1329,746,2,19393,5740,0,33339,65,1,6.43,1,1,1,21,0.51,1
0,48,1,0,0,0,0,2,56012,786,443,1,36140,24077,0,21128,26,1,7.69,1,1,9,27,0.82,0
0,31,2,0,0,0,3,1,24321,1273,544,2,1101,20742,0,5158,172,2,6.39,1,0,2,26,0.24,0
1,42,1,1,1,0,0,1,21653,2245,486,1,42989,581,0,5251,230,1,8.75,0,0,1,10,0.49,0
1,41,1,2,2,1,2,1,133414,661,775,0,44969,4069,0,23907,156,2,10.88,0,1,5,12,0.39,0
1,39,1,2,0,1,3,1,98225,3380,843,2,28642,9112,1,20795,26,1,10.23,1,1,2,25,0.08,1
1,65,1,1,1,1,3,1,40901,4562,345,0,17260,10003,0,12191,237,1,5.56,0,0,4,26,0.4,0
1,27,1,0,0,2,2,1,89448,4722,789,1,38554,23971,0,20879,48,1,9.46,1,0,6,28,0.24,1
1,37,2,0,1,0,0,0,66604,2681,714,0,41710,9861,0,20000,177,1,7.32,1,1,4,16,0.22,1
1,33,2,1,0,0,2,2,82638,1720,823,0,30089,14713,0,21277,79,2,7.01,1,1,5,21,0.38,0
1,26,0,1,0,0,1,1,147104,4762,761,0,28325,28997,1,38834,37,2,6.45,0,0,6,16,0.77,1
0,40,1,2,1,1,1,1,44773,4544,309,0,1791,19989,0,13817,178,0,3.63,1,0,7,23,0.53,0
0,40,2,0,1,0,0,1,119516,4101,708,2,37176,19725,0,29374,230,1,5.54,0,0,9,15,0.28,0
1,50,1,1,1,0,2,2,58770,4485,531,2,17350,27096,0,16871,31,1,14.66,0,1,5,7,0.53,0
1,32,1,2,0,0,2,1,131575,1250,835,1,31134,6293,0,28756,205,3,8.37,0,0,1,24,0.41,1
0,28,1,1,0,0,2,1,79428,3526,843,2,47558,11298,0,21392,82,1,5.1,0,1,9,19,0.84,1
1,19,1,1,1,1,0,1,20036,1710,482,0,28279,19098,1,5395,184,2,9.44,1,0,6,6,0.45,1
1,41,1,2,0,0,3,2,53225,4135,435,0,27911,10977,1,17719,155,0,12.47,1,0,9,29,0.35,0
0,39,1,1,0,0,1,1,23245,3348,577,0,13426,25860,0,5211,196,0,14.1,0,0,3,6,0.98,0
0,32,1,2,0,0,3,1,68153,864,335,1,41892,3287,1,16779,160,2,8.88,0,1,5,16,0.2,0
0,48,1,3,1,0,3,1,120300,714,787,0,4285,5781,0,29579,235,1,5.82,1,0,9,12,0.48,1
0,29,1,3,2,2,3,1,149271,4348,795,2,1023,15863,0,37259,51,1,5.55,1,0,8,28,0.54,1
1,25,2,1,1,0,0,1,69974,3998,757,2,10614,2984,0,20462,180,1,8.99,0,1,6,9,0.81,1
0,45,1,1,0,0,0,0,128645,4420,702,2,17145,14123,0,21965,153,1,8.51,1,0,4,17,0.63,1
0,45,2,2,1,1,1,1,108513,4447,812,0,3286,9906,0,21763,235,3,5.05,1,0,6,9,0.77,0
0,41,0,3,1,2,0,1,69161,4886,799,1,4967,26315,0,20195,207,3,12.22,0,1,4,13,0.51,1
1,27,1,3,1,1,0,1,70408,3640,833,2,33601,4938,1,20565,86,0,8.3,0,1,2,10,0.12,0
0,47,2,2,1,2,0,2,98641,2752,826,0,45310,28156,0,20891,69,1,8.73,0,1,3,28,0.53,1
1,47,2,3,1,1,3,1,131725,4802,700,0,49404,5996,0,28313,221,3,12.5,0,1,7,17,0.2,1
0,38,1,1,1,0,3,1,71573,4036,805,1,46266,8233,0,20986,52,2,5.82,1,0,2,5,0.6,1
1,42,1,3,2,1,2,2,65918,1492,419,1,34220,29314,0,19314,209,1,5.19,1,0,8,21,0.72,0
0,45,1,3,1,1,1,1,124782,1619,762,1,11755,22810,0,35093,45,1,4.37,0,1,4,26,0.21,1
0,48,1,0,1,0,3,1,90868,2110,829,1,16012,1670,0,24967,45,3,4.36,1,0,6,7,0.49,1
0,28,2,1,1,0,0,1,20122,653,477,2,24941,9377,1,5204,149,0,5.71,1,0,3,9,0.55,1
1,48,1,3,1,2,1,1,148710,4582,746,1,49605,24342,0,33315,82,2,6.25,0,1,0,16,0.95,1
0,31,1,1,0,2,1,2,52451,2154,411,1,13167,4887,1,9956,195,3,7.44,0,0,8,5,0.67,0
0,48,1,1,2,2,2,1,86466,4346,707,1,29056,21013,0,23044,105,2,10.15,0,0,3,17,0.04,1
0,33,2,0,0,2,3,2,107080,3919,714,0,47042,1916,1,29981,179,1,10.83,0,0,3,19,0.9,1
1,26,2,2,0,2,2,2,119064,1120,733,1,14364,3111,1,34404,147,2,14.07,1,1,3,23,0.16,0
0,23,1,2,1,2,1,2,42974,4520,472,0,9551,3209,0,14765,236,0,7.16,1,0,0,10,0.05,0
0,49,1,3,2,0,2,1,87789,3376,840,1,35203,14925,0,22966,105,0,13.84,0,1,0,28,0.39,1
0,20,1,3,1,1,3,1,25405,1470,369,0,48042,1949,0,5429,187,3,3.78,0,0,1,28,0.18,0
1,22,2,3,1,1,2,1,38997,4599,365,0,16782,21141,0,15331,235,2,6.5,1,1,1,22,0.06,0
1,49,2,3,0,0,0,2,68730,2279,325,2,2437,28236,1,5704,83,3,9.53,1,1,4,9,0.51,0
0,65,0,2,1,2,2,2,57139,4599,324,2,14898,24501,1,6317,216,1,5.87,0,1,8,17,0.8,0
0,46,1,3,2,0,0,1,27001,3375,485,0,37312,1734,0,6018,77,1,5.22,0,1,6,13,0.23,0
1,28,1,2,0,1,2,2,109149,3857,738,2,22334,11267,0,32387,48,3,12.65,0,0,2,14,0.49,0
1,28,2,2,2,1,1,2,89746,4407,707,1,6078,18029,0,25739,27,0,8.74,1,0,4,11,0.4,1
1,42,1,1,1,2,2,1,56817,4555,550,0,19849,22424,0,8403,38,2,12.82,0,1,4,29,0.13,0
1,48,2,3,2,1,1,1,93856,1868,834,2,15236,14252,0,20483,51,1,6.14,1,1,9,8,0.62,1
1,27,1,3,0,2,2,1,116216,1749,840,0,30793,24097,0,31535,66,3,10.47,0,0,8,17,0.1,1
1,44,0,3,1,0,2,0,121357,3822,804,0,1870,2954,1,21221,30,0,13.65,0,0,7,11,0.73,1
0,37,0,3,1,2,3,2,87672,2595,739,2,6188,23541,0,25755,211,1,3.94,1,0,6,9,0.54,1
0,39,2,1,1,0,0,2,84029,2350,740,1,18703,540,1,23793,26,2,6.6,0,1,3,11,0.74,1
1,66,2,1,1,1,3,1,21560,2414,533,2,47377,29327,0,6000,35,1,4.6,1,1,0,17,0.91,0
1,44,1,1,2,0,2,2,36711,4528,442,2,28269,15567,0,5967,174,1,12.24,0,0,1,14,0.22,0
1,35,1,0,0,0,3,1,60259,2122,748,0,26230,9188,0,20000,237,1,10.11,1,0,0,12,0.66,1
1,23,0,3,0,1,3,1,21679,4025,363,1,35440,19760,0,7759,82,3,5.88,1,0,9,15,0.81,0
0,48,1,3,2,2,1,1,129762,1292,769,0,45303,7040,0,30708,69,0,10.85,1,0,2,23,0.1,1
1,34,2,0,1,0,2,1,89153,1913,809,1,6539,20049,0,23458,236,0,14.83,1,0,1,21,0.46,1
0,25,1,0,0,0,1,2,65777,4950,781,0,46830,5044,0,20000,38,1,9.12,1,1,2,12,0.79,0
0,30,2,0,2,1,2,2,67516,4898,835,0,38987,29922,0,20047,217,1,12.3,1,0,8,9,0.61,1
1,36,1,0,0,0,1,2,35427,987,544,0,28760,22156,1,7722,190,3,8.31,0,0,3,22,0.09,0
1,45,1,3,0,0,0,1,116101,4088,785,2,27219,9016,0,25664,204,1,12.14,1,0,5,10,0.57,1
1,37,2,1,1,0,3,1,77705,4373,831,1,37117,3736,0,20219,100,0,11.75,0,1,7,18,0.4,0
0,46,1,0,1,1,3,2,142216,1440,813,0,41746,24082,0,22824,170,2,14.26,1,0,8,17,0.76,1
1,56,2,0,1,2,0,1,33302,4122,312,2,517,27165,0,9119,45,2,8.71,0,1,6,19,0.07,0
0,30,2,3,1,0,0,0,23776,1725,544,2,21866,5338,0,8062,204,1,13.43,0,0,3,24,0.14,0
1,28,2,0,0,2,3,1,85130,4071,832,2,40330,18613,0,24183,144,0,9.12,1,1,6,13,0.36,1
1,23,1,0,1,0,0,2,48309,1461,570,2,12030,11004,0,15245,59,2,10.44,0,1,1,27,0.85,1
1,49,2,3,2,0,1,1,66545,2024,737,2,3717,14805,1,20000,218,3,11.97,1,1,3,27,0.07,1
0,39,1,1,0,1,1,0,79634,4078,795,0,32205,28404,0,20248,149,2,7.19,0,1,1,29,0.84,1
1,36,1,2,2,1,2,1,51687,1728,791,2,46718,6498,0,20000,235,0,4.56,0,0,1,12,0.62,1
0,45,1,3,1,2,3,1,66475,4939,748,1,49171,27931,0,20000,165,0,3.72,1,0,9,11,0.11,1
0,35,2,0,2,0,1,0,56386,1592,314,0,31141,1982,0,14315,93,1,4.03,0,1,3,20,0.83,0
1,42,2,3,1,0,0,1,38317,801,388,0,37491,16423,0,10570,209,2,13.75,1,1,2,14,0.27,0
1,30,2,3,1,0,0,2,98596,4423,705,1,47597,11199,0,27568,200,1,4.58,0,0,1,22,0.1,1
0,29,2,3,2,0,3,2,74232,762,821,0,658,7459,0,20122,179,1,10.5,0,1,2,9,0.08,1
0,36,2,3,1,2,1,2,84436,3429,800,2,21789,2718,0,20425,196,0,10.29,1,0,1,8,0.49,1
0,66,2,2,2,0,1,1,34785,1878,389,0,30842,17861,1,11773,112,3,7.01,0,0,9,9,0.76,0
1,34,1,1,1,1,3,1,91935,1750,775,2,24740,7234,0,21960,17,2,8.98,0,0,7,17,0.3,1
1,46,1,3,1,2,2,2,99732,893,769,0,6786,7810,1,20011,35,0,8.03,0,0,4,9,0.43,0
1,57,0,0,0,1,1,1,40957,1649,544,1,7902,26882,0,7016,161,3,9.33,0,0,0,19,0.46,0
1,40,2,0,1,0,1,1,112721,3708,834,1,31178,26961,0,23121,133,1,12.53,0,0,1,18,0.34,0
1,45,1,0,0,0,3,2,59052,4876,561,2,40061,11229,0,16850,103,0,9.36,1,1,0,15,0.21,0
1,39,2,1,1,2,3,1,62918,1305,795,1,36700,24929,0,20000,14,0,7.81,1,0,4,13,0.53,0
0,47,2,3,1,2,0,1,62555,767,789,2,788,25667,0,20000,67,0,14.61,1,0,7,5,0.16,1
1,63,2,0,1,0,0,2,27220,3266,491,1,13319,19181,0,6666,208,3,5.21,1,1,0,11,0.21,0
0,42,1,2,2,0,3,1,70148,513,713,1,9881,18372,0,20998,181,1,5.19,1,0,7,18,0.03,1
1,57,1,1,1,1,2,1,25449,4448,411,1,38793,15060,0,9267,149,3,4.26,1,0,4,28,0.01,0
0,47,2,1,1,1,3,1,94931,2186,811,1,33941,8151,0,28136,237,0,7.55,1,0,5,11,0.73,1
1,25,1,3,0,2,0,2,91529,1383,796,2,7195,17347,0,22276,48,1,6.27,1,1,9,12,0.05,1
0,31,1,0,1,0,3,1,90938,4826,847,2,20089,8038,0,25797,193,2,10.62,0,0,7,9,0.47,1
1,28,1,0,0,0,0,1,51982,1564,760,1,14169,12706,0,20000,35,3,8.91,1,1,6,9,0.72,0
1,30,0,1,1,0,3,1,99636,2580,844,0,25514,29739,0,29546,191,2,5.71,1,0,5,20,0.97,0
0,39,1,2,0,1,1,1,123822,1071,748,2,26583,24552,0,23470,160,2,10.58,0,0,9,16,0.73,1
0,35,2,2,1,2,2,0,73741,838,704,1,33337,13517,0,20486,108,2,9.38,0,1,8,22,0.31,1
1,34,1,0,1,2,0,2,108517,2550,849,1,10943,1494,0,26240,13,1,12.69,0,1,4,28,0.3,1
0,31,2,3,0,2,1,1,89796,1156,803,0,6354,26154,1,23729,221,2,10.68,0,0,3,22,0.08,1
0,38,1,2,1,1,0,1,103501,3151,783,1,8535,28262,0,24476,23,1,10.64,1,0,6,23,0.82,1
0,46,1,0,1,0,2,0,97353,2183,726,1,10014,28950,0,26074,90,0,14.65,0,1,6,19,0.35,1
0,30,1,2,1,1,1,1,92787,2376,728,1,22862,22027,0,21710,73,1,3.72,1,0,8,18,0.75,1
0,29,1,2,1,0,3,1,139953,4569,766,1,48630,25519,0,35173,228,2,13.9,0,1,7,18,0.74,1
1,44,2,1,0,0,3,1,141937,1265,832,2,32059,14124,0,32622,66,1,6.73,0,1,1,22,0.79,1
1,39,1,2,2,2,0,2,77955,1661,813,2,26742,18224,0,20324,138,2,11.97,0,1,1,19,0.76,1
0,42,1,2,2,0,1,1,92019,3723,822,2,17885,5166,0,21060,40,1,4.55,1,0,3,19,0.72,1
0,25,1,0,0,0,2,1,117534,2962,708,2,20733,23160,0,20740,139,0,12.09,0,0,4,10,0.44,1
0,47,1,3,1,0,3,2,47036,2854,454,2,15083,2089,0,8615,160,0,11.33,1,1,9,16,0.8,0
1,44,2,0,0,0,1,1,62679,3876,839,2,5548,9858,0,20000,229,1,11.87,0,1,3,16,0.11,1
1,45,2,1,0,1,0,0,59819,617,317,1,30463,1141,0,21886,145,1,14.08,0,1,1,10,0.46,0
0,35,2,2,2,1,1,1,129285,561,724,0,40051,9501,0,31966,120,0,4.94,1,0,1,27,0.49,1
1,18,1,1,0,0,3,1,29760,4011,343,0,10743,16509,0,7087,17,1,10.03,0,1,4,6,0.11,0
1,49,1,2,0,0,2,1,86414,1927,700,2,21024,12617,1,22172,128,1,11.29,0,0,7,23,0.33,0
1,41,2,2,0,2,1,2,125560,562,749,1,24847,9088,0,33864,68,0,12.7,1,0,2,19,0.37,1
0,43,2,3,2,0,1,2,33109,2733,402,0,16162,24003,0,12669,186,0,9.14,0,1,8,28,0.92,0
1,45,1,1,2,0,1,2,89932,3237,763,1,40220,21997,0,24150,13,2,5.15,0,0,7,28,0.81,1
0,42,1,2,2,0,0,2,130828,4158,760,2,11286,3651,0,33658,82,1,6.37,1,1,5,23,0.89,1
0,30,1,1,2,0,3,1,140622,1544,757,0,44440,5476,0,26274,181,1,5.21,0,1,5,24,0.27,1
1,41,2,0,2,0,1,1,57762,4524,391,2,8024,11347,0,18689,99,1,7.66,1,1,3,22,0.39,0
1,35,1,0,2,0,0,1,69860,4870,401,2,13936,23480,1,13852,155,0,12.72,1,0,7,5,0.75,0
0,31,2,0,2,0,2,2,114520,1117,766,2,31352,6383,0,22090,186,1,8.73,0,0,9,22,0.38,1
1,39,0,1,1,1,1,0,128913,3855,707,0,41402,4327,1,33537,120,0,9.37,0,0,2,14,0.29,1
1,39,1,0,1,2,1,1,83129,2262,774,0,15320,19430,0,21620,206,2,12.3,0,0,2,14,0.13,1
0,28,2,0,0,1,0,1,76083,2746,710,0,41820,28880,0,20938,209,1,11.44,0,0,4,25,0.82,1
0,44,2,0,2,1,0,2,95833,1718,826,1,49141,21414,0,25570,192,1,4.42,0,1,6,21,0.48,1
0,30,2,2,2,0,1,0,133907,4076,811,2,24873,15534,0,33614,100,1,14.34,1,0,6,13,0.42,1
1,32,0,1,1,0,1,1,109386,3163,735,1,35104,8747,0,30751,42,1,13.36,1,0,2,7,0.36,1
1,31,1,2,2,2,1,2,57089,3468,737,2,27198,27629,0,20000,156,2,11.65,0,1,9,15,1.0,1
0,46,1,0,2,1,0,1,55740,4803,802,2,30030,24938,0,20000,13,1,10.25,1,1,7,16,0.46,1
1,29,1,2,1,0,0,1,121758,1677,824,0,6179,6869,0,35519,108,1,6.75,1,1,8,7,0.28,1
